from	to
000405273800008	A1994PM01700012
000405273800008	000223704400004
000405273800008	A1987L772300008
000405273800008	A1993LG88700007
000405273800008	000263275300006
000405273800008	A1977DA17700007
000405273800008	000271751900005
000405273800008	000265168700006
000405273800008	A1984SN39800013
000405273800008	000251771100021
000405273800008	000233453600010
000405273800008	000169663000005
000405273800008	000289241100008
000405273800008	000184973300008
000405273800008	000251771100003
000405273800008	A1997XB10400003
000405273800008	000322693600005
000405273800008	A1986D611900002
000405273800008	000316333200003
000405273800008	000185232800013
000405273800008	000170323700004
000405273800008	000224493200004
000405273800008	000075668800001
000405273800008	A1993KK27400006
000405273800008	A1991GU11400005
000405273800008	A1988M364000015
000405273800008	A1986E414800005
000405273800008	A1987L574600005
000405273800008	000242963300010
000405273800008	000249357600008
000405273800008	000235305800004
000405273800008	000238389800006
000405273800008	000293297500003
000405273800008	000083849500006
000405273800008	A1997YH62900005
000405273800008	A1996VZ92200005
000405273800008	000252232800010
000405273800008	A1985ANQ0300015
000405273800008	000327759100005
000405273800008	000248916300010
000405273800008	A1993LL28000004
000405273800008	000172296300003
000299897700009	A1983PY32000010
000299897700010	A1983PY32000010
000318339400005	A1983PY32000010
000304131500012	A1983PY32000010
000300982900005	A1983PY32000010
000302054500005	A1983PY32000010
000301838500014	A1983PY32000010
000301947600002	A1983PY32000010
000301947600007	A1983PY32000010
000301685800012	A1983PY32000010
000300555900006	A1983PY32000010
000300439200007	A1983PY32000010
000300690200010	A1983PY32000010
000299828000009	A1983PY32000010
000300692800001	A1983PY32000010
000300766500001	A1983PY32000010
000208864400001	A1983PY32000010
000302733900051	A1983PY32000010
000299925000025	A1983PY32000010
000301114300001	A1983PY32000010
000301559400001	A1983PY32000010
000301559400024	A1983PY32000010
000300270600018	A1983PY32000010
000300594200008	A1983PY32000010
000299494000086	A1983PY32000010
000299202600034	A1983PY32000010
000299379400003	A1983PY32000010
000299202600017	A1983PY32000010
000300804600020	A1983PY32000010
000321977900001	A1983PY32000010
000321815700003	A1983PY32000010
000319803600008	A1983PY32000010
000313118500006	A1983PY32000010
000314503200003	A1983PY32000010
000314222100008	A1983PY32000010
000306817800005	A1983PY32000010
000312010400003	A1983PY32000010
000310555800006	A1983PY32000010
000310674900005	A1983PY32000010
000306239100002	A1983PY32000010
000308110400019	A1983PY32000010
000304053700015	A1983PY32000010
000309126600003	A1983PY32000010
000309118500001	A1983PY32000010
000309118500004	A1983PY32000010
000306746500005	A1983PY32000010
000305631300008	A1983PY32000010
000303575400006	A1983PY32000010
000303661200003	A1983PY32000010
000303207900007	A1983PY32000010
000303040300003	A1983PY32000010
000302555100006	A1983PY32000010
000302205100009	A1983PY32000010
000302405700006	A1983PY32000010
000301799700002	A1983PY32000010
000300868900002	A1983PY32000010
000300388900014	A1983PY32000010
000299926500012	A1983PY32000010
000299462300007	A1983PY32000010
000299657800002	A1983PY32000010
000298630000002	A1983PY32000010
000298522900008	A1983PY32000010
000298891400004	A1983PY32000010
000297849600006	A1983PY32000010
000307960400002	A1983PY32000010
000300044400029	A1983PY32000010
000300331700002	A1983PY32000010
000308986700006	A1983PY32000010
000306275600006	A1983PY32000010
000208864000274	A1983PY32000010
000208864000105	A1983PY32000010
000208864000110	A1983PY32000010
000400453600007	A1983PY32000010
000301472400004	A1983PY32000010
000312343500006	A1983PY32000010
000302555100002	A1983PY32000010
000315434400007	A1983PY32000010
000341833100063	A1983PY32000010
000309276600002	A1983PY32000010
000297980000012	A1983PY32000010
000298034800027	A1983PY32000010
000300483700007	A1983PY32000010
000297915800007	A1983PY32000010
000298573900003	A1983PY32000010
000297567300002	A1983PY32000010
000296927600004	A1983PY32000010
000296647500001	A1983PY32000010
000295949900002	A1983PY32000010
000295949900009	A1983PY32000010
000290875200014	A1983PY32000010
000298459900002	A1983PY32000010
000297241600003	A1983PY32000010
000297170300012	A1983PY32000010
000296029800002	A1983PY32000010
000296110000012	A1983PY32000010
000295786300010	A1983PY32000010
000296488900009	A1983PY32000010
000295178600004	A1983PY32000010
000295913400045	A1983PY32000010
000296246300006	A1983PY32000010
000296126200009	A1983PY32000010
000294957000004	A1983PY32000010
000297116600001	A1983PY32000010
000296770700001	A1983PY32000010
000296453600002	A1983PY32000010
000296226800006	A1983PY32000010
000295346600009	A1983PY32000010
000295141700003	A1983PY32000010
000295196400009	A1983PY32000010
000295391900002	A1983PY32000010
000295945300004	A1983PY32000010
000295048800007	A1983PY32000010
000294938400002	A1983PY32000010
000294260100012	A1983PY32000010
000294346300011	A1983PY32000010
000294515400008	A1983PY32000010
000294515400014	A1983PY32000010
000294528700011	A1983PY32000010
000293319500026	A1983PY32000010
000293238700009	A1983PY32000010
000293139100005	A1983PY32000010
000292670500018	A1983PY32000010
000296004600001	A1983PY32000010
000293932100007	A1983PY32000010
000293215200020	A1983PY32000010
000293215200021	A1983PY32000010
000292846600011	A1983PY32000010
000292674500009	A1983PY32000010
000291960200028	A1983PY32000010
000293251800005	A1983PY32000010
000292430700003	A1983PY32000010
000294104200011	A1983PY32000010
000291150800005	A1983PY32000010
000291814200009	A1983PY32000010
000291150100004	A1983PY32000010
000291612900043	A1983PY32000010
000296319400003	A1983PY32000010
000291770100023	A1983PY32000010
000290817000010	A1983PY32000010
000290905700005	A1983PY32000010
000290763400006	A1983PY32000010
000291912700029	A1983PY32000010
000293185300006	A1983PY32000010
000290102600003	A1983PY32000010
000290183700041	A1983PY32000010
000290787500011	A1983PY32000010
000289316800022	A1983PY32000010
000289500100015	A1983PY32000010
000289500100017	A1983PY32000010
000290519500013	A1983PY32000010
000290012300010	A1983PY32000010
000289960600014	A1983PY32000010
000289507500011	A1983PY32000010
000289169800003	A1983PY32000010
000289755200012	A1983PY32000010
000289458800026	A1983PY32000010
000290578100008	A1983PY32000010
000289463400005	A1983PY32000010
000289640100005	A1983PY32000010
000289272000010	A1983PY32000010
000288002700004	A1983PY32000010
000289387600005	A1983PY32000010
000288170900049	A1983PY32000010
000287697100027	A1983PY32000010
000287810200005	A1983PY32000010
000286147500010	A1983PY32000010
000288553100005	A1983PY32000010
000286693800006	A1983PY32000010
000288415500018	A1983PY32000010
000287008900038	A1983PY32000010
000286394800006	A1983PY32000010
000286111000008	A1983PY32000010
000286699900012	A1983PY32000010
000287078900017	A1983PY32000010
000288294700021	A1983PY32000010
000287463800007	A1983PY32000010
000286394500003	A1983PY32000010
000287778400004	A1983PY32000010
000285762000001	A1983PY32000010
000306271500011	A1983PY32000010
000300440500210	A1983PY32000010
000292869900011	A1983PY32000010
000290209500010	A1983PY32000010
000285804100012	A1983PY32000010
000288283200010	A1983PY32000010
000286848900009	A1983PY32000010
000292860100004	A1983PY32000010
000293882000003	A1983PY32000010
000288331600008	A1983PY32000010
000304251300003	A1983PY32000010
000326292906100	A1983PY32000010
000299788000003	A1983PY32000010
000293384900007	A1983PY32000010
000299568400001	A1983PY32000010
000292890700004	A1983PY32000010
000299585100004	A1983PY32000010
000286848900007	A1983PY32000010
000284836300001	A1983PY32000010
000299838100008	A1983PY32000010
000287741200006	A1983PY32000010
000287113900009	A1983PY32000010
000286891200012	A1983PY32000010
000291810100003	A1983PY32000010
000208658000006	A1983PY32000010
000299257900002	A1983PY32000010
000281813100004	A1983PY32000010
000282903400005	A1983PY32000010
000281876200012	A1983PY32000010
000281348700004	A1983PY32000010
000281600100004	A1983PY32000010
000281495200010	A1983PY32000010
000286406900021	A1983PY32000010
000281384900010	A1983PY32000010
000280408100004	A1983PY32000010
000282142000017	A1983PY32000010
000281071000002	A1983PY32000010
000279988900024	A1983PY32000010
000280239600006	A1983PY32000010
000279654400008	A1983PY32000010
000278581100002	A1983PY32000010
000278581100005	A1983PY32000010
000278706000006	A1983PY32000010
000277619600007	A1983PY32000010
000277435300005	A1983PY32000010
000279623900008	A1983PY32000010
000278242100002	A1983PY32000010
000277556900002	A1983PY32000010
000277528500006	A1983PY32000010
000280005100021	A1983PY32000010
000276865200006	A1983PY32000010
000276547600009	A1983PY32000010
000277333200003	A1983PY32000010
000277039600002	A1983PY32000010
000276886000012	A1983PY32000010
000277942100004	A1983PY32000010
000277218000004	A1983PY32000010
000278367000005	A1983PY32000010
000277130000006	A1983PY32000010
000277837700014	A1983PY32000010
000276406100003	A1983PY32000010
000279335500003	A1983PY32000010
000275125700003	A1983PY32000010
000274256700008	A1983PY32000010
000275096500017	A1983PY32000010
000276235200022	A1983PY32000010
000274940700011	A1983PY32000010
000274848000008	A1983PY32000010
000274848000009	A1983PY32000010
000275906100004	A1983PY32000010
000276147800003	A1983PY32000010
000274878000018	A1983PY32000010
000275009200007	A1983PY32000010
000274874800001	A1983PY32000010
000274168700005	A1983PY32000010
000273822500006	A1983PY32000010
000276116000011	A1983PY32000010
000274424700011	A1983PY32000010
000273779000008	A1983PY32000010
000274540000005	A1983PY32000010
000274513000010	A1983PY32000010
000273460300001	A1983PY32000010
000282837800012	A1983PY32000010
000277463900007	A1983PY32000010
000284473600002	A1983PY32000010
000273297500001	A1983PY32000010
000279821600003	A1983PY32000010
000208328000003	A1983PY32000010
000326273200008	A1983PY32000010
000277504900002	A1983PY32000010
000208454700083	A1983PY32000010
000293776200003	A1983PY32000010
000280109500029	A1983PY32000010
000278421500002	A1983PY32000010
000275871900008	A1983PY32000010
000277083600006	A1983PY32000010
000274540800002	A1983PY32000010
000274540800005	A1983PY32000010
000291744200001	A1983PY32000010
000281477500003	A1983PY32000010
000274170200001	A1983PY32000010
000279247300004	A1983PY32000010
000288912300004	A1983PY32000010
000272031700106	A1983PY32000010
000272853400004	A1983PY32000010
000275064500008	A1983PY32000010
000276038500009	A1983PY32000010
000280853800006	A1983PY32000010
000276896400006	A1983PY32000010
000278159800003	A1983PY32000010
000277749000002	A1983PY32000010
000279966400003	A1983PY32000010
000279966400007	A1983PY32000010
000283555300007	A1983PY32000010
000280744500002	A1983PY32000010
000277424500005	A1983PY32000010
000276085600002	A1983PY32000010
000287160900038	A1983PY32000010
000300005000007	A1983PY32000010
000285379700003	A1983PY32000010
000272834000016	A1983PY32000010
000272795300076	A1983PY32000010
000273955200004	A1983PY32000010
000208057000004	A1983PY32000010
000271767400015	A1983PY32000010
000265044700009	A1983PY32000010
000273150000003	A1983PY32000010
000272163600018	A1983PY32000010
000269363200004	A1983PY32000010
000274618700008	A1983PY32000010
000270247900007	A1983PY32000010
000270283900003	A1983PY32000010
000271349900004	A1983PY32000010
000267842200008	A1983PY32000010
000270589300007	A1983PY32000010
000271235100002	A1983PY32000010
000270712100011	A1983PY32000010
000270105900008	A1983PY32000010
000270053900004	A1983PY32000010
000269150700001	A1983PY32000010
000267367000001	A1983PY32000010
000270121900004	A1983PY32000010
000270121900005	A1983PY32000010
000271273400005	A1983PY32000010
000268122900010	A1983PY32000010
000266416100001	A1983PY32000010
000268482000002	A1983PY32000010
000268644800005	A1983PY32000010
000267801500002	A1983PY32000010
000268477200005	A1983PY32000010
000267691900014	A1983PY32000010
000267497000007	A1983PY32000010
000267722700002	A1983PY32000010
000266360400011	A1983PY32000010
000266872900015	A1983PY32000010
000268569100001	A1983PY32000010
000267069800003	A1983PY32000010
000265429300008	A1983PY32000010
000266112500011	A1983PY32000010
000267389200004	A1983PY32000010
000267225700009	A1983PY32000010
000265212300001	A1983PY32000010
000265903900008	A1983PY32000010
000265003300003	A1983PY32000010
000264999100015	A1983PY32000010
000266238300009	A1983PY32000010
000265308300005	A1983PY32000010
000264889000007	A1983PY32000010
000263671800004	A1983PY32000010
000263457300009	A1983PY32000010
000264264800006	A1983PY32000010
000264539000006	A1983PY32000010
000264094400020	A1983PY32000010
000263910900014	A1983PY32000010
000263888400009	A1983PY32000010
000264050700006	A1983PY32000010
000262083500004	A1983PY32000010
000263654600007	A1983PY32000010
000264237300023	A1983PY32000010
000263406900004	A1983PY32000010
000263347600007	A1983PY32000010
000286342801334	A1983PY32000010
000269715700070	A1983PY32000010
000262280900001	A1983PY32000010
000273499000003	A1983PY32000010
000269809800004	A1983PY32000010
000280607500008	A1983PY32000010
000264108400007	A1983PY32000010
000208031500021	A1983PY32000010
000301248500017	A1983PY32000010
000272798300003	A1983PY32000010
000265381600005	A1983PY32000010
000266733000003	A1983PY32000010
000261662100011	A1983PY32000010
000207953100006	A1983PY32000010
000263309300013	A1983PY32000010
000266243800002	A1983PY32000010
000207954900002	A1983PY32000010
000276968400004	A1983PY32000010
000264847200003	A1983PY32000010
000263651400005	A1983PY32000010
000308085600013	A1983PY32000010
000271519600005	A1983PY32000010
000262477300001	A1983PY32000010
000264375900010	A1983PY32000010
000276797200003	A1983PY32000010
000265869500001	A1983PY32000010
000262487800007	A1983PY32000010
000265895400005	A1983PY32000010
000290753500010	A1983PY32000010
000268444300018	A1983PY32000010
000268444300019	A1983PY32000010
000265455100009	A1983PY32000010
000261198600005	A1983PY32000010
000260985200012	A1983PY32000010
000261755700008	A1983PY32000010
000259935700011	A1983PY32000010
000261360100013	A1983PY32000010
000261678100002	A1983PY32000010
000261678100006	A1983PY32000010
000262418400003	A1983PY32000010
000261205900012	A1983PY32000010
000262053300020	A1983PY32000010
000261350400005	A1983PY32000010
000262015300002	A1983PY32000010
000259685100014	A1983PY32000010
000259843500019	A1983PY32000010
000259209800020	A1983PY32000010
000258531400005	A1983PY32000010
000259162800002	A1983PY32000010
000259756600009	A1983PY32000010
000260125900004	A1983PY32000010
000259207200004	A1983PY32000010
000258438300001	A1983PY32000010
000259429000004	A1983PY32000010
000257845500011	A1983PY32000010
000256323700010	A1983PY32000010
000257645800004	A1983PY32000010
000260219200007	A1983PY32000010
000257484600004	A1983PY32000010
000258270700012	A1983PY32000010
000268073900006	A1983PY32000010
000257785000004	A1983PY32000010
000258617600013	A1983PY32000010
000257521300004	A1983PY32000010
000257765900003	A1983PY32000010
000255464500005	A1983PY32000010
000254745300001	A1983PY32000010
000256870400013	A1983PY32000010
000259766400013	A1983PY32000010
000254728200041	A1983PY32000010
000260279400007	A1983PY32000010
000254665300006	A1983PY32000010
000254409000002	A1983PY32000010
000255843600003	A1983PY32000010
000257436100005	A1983PY32000010
000254792000012	A1983PY32000010
000254792000015	A1983PY32000010
000254127300002	A1983PY32000010
000253571900006	A1983PY32000010
000253979400003	A1983PY32000010
000254798400004	A1983PY32000010
000254095700010	A1983PY32000010
000253389800008	A1983PY32000010
000253377400008	A1983PY32000010
000253241800055	A1983PY32000010
000207683500002	A1983PY32000010
000252713600007	A1983PY32000010
000252468300009	A1983PY32000010
000253493000006	A1983PY32000010
000253914100002	A1983PY32000010
000254673200011	A1983PY32000010
000262274300010	A1983PY32000010
000288207700014	A1983PY32000010
000263493400003	A1983PY32000010
000267620600005	A1983PY32000010
000256277000005	A1983PY32000010
000260683300003	A1983PY32000010
000260683300007	A1983PY32000010
000256253300013	A1983PY32000010
000260924900002	A1983PY32000010
000251848300003	A1983PY32000010
000252498900008	A1983PY32000010
000253212600003	A1983PY32000010
000252399900007	A1983PY32000010
000251896300023	A1983PY32000010
000250480800003	A1983PY32000010
A1979GX48300009	A1959CCB3400013
A1979GX48300009	A1956CAM4700020
A1979GX48300009	A1963P514000005
A1979GX48300009	A1963CAL9900002
A1979GX48300009	A1974U261600001
A1983QX75900003	A1981LR08600018
A1983QX75900003	A1981LH62000007
A1983QX75900003	000209511400001
A1983QX75900003	A1971K230200013
A1983QX75900003	A1978FK38700009
A1983QX75900003	A1955WD14000001
A1983QX75900003	A1983PY32000010
A1983QX75900003	A1975BG80300002
A1983QX75900003	A1972O315600003
000579770000001	A1986D847600012
000575445700009	A1986D847600012
000459589000020	A1986D847600012
000411028400006	A1986D847600012
000375487100008	A1986D847600012
000370392900013	A1986D847600012
000415693000005	A1986D847600012
000343641600003	A1986D847600012
000323586700008	A1986D847600012
000316620600005	A1986D847600012
000302060500007	A1986D847600012
000288786800007	A1986D847600012
000298569200036	A1986D847600012
000265275100001	A1986D847600012
000268702300002	A1986D847600012
000260873100008	A1986D847600012
000240765700003	A1986D847600012
000234695600004	A1986D847600012
000227285200020	A1986D847600012
000209508500004	A1986D847600012
000186815900001	A1986D847600012
000223232900014	A1986D847600012
000209507500006	A1986D847600012
000172040100001	A1986D847600012
000166844700001	A1986D847600012
000089959800005	A1986D847600012
000074206600008	A1986D847600012
A1996VQ23300002	A1986D847600012
A1996VN90900001	A1986D847600012
A1996VL11100006	A1986D847600012
A1996UB44600003	A1986D847600012
A1995TN36700008	A1986D847600012
A1994PQ01700006	A1986D847600012
A1994PG29900008	A1986D847600012
A1994ND64000004	A1986D847600012
A1992JU50300006	A1986D847600012
A1992HQ62600002	A1986D847600012
A1992HK11800005	A1986D847600012
A1991EY04800005	A1986D847600012
A1990EH76200016	A1986D847600012
A1990DJ85700009	A1986D847600012
A1990CR56500011	A1986D847600012
A1989AH27100003	A1986D847600012
A1987J614200020	A1986D847600012
A1985ADU4900024	A1980KQ56600003
A1985ADU4900024	A1982RR96100009
A1985ADU4900024	000209511400001
A1985ADU4900024	A1973R789600001
A1985ADU4900024	A1980KH15900004
A1985ADU4900024	A1983RR96200011
A1985ADU4900024	A1981MK02600005
A1985ADU4900024	A1983PY32000010
A1985ADU4900024	A1975AL37500013
A1985ADU4900024	A1983RF24200001
A1985ADU4900024	A1982QL41500003
A1985ADU4900024	A1981LT72000006
A1985ADU4900024	A1979HH29900015
A1985ADU4900024	A1981LM56000020
A1985ADU4900024	A1969D643000003
A1985ADU4900024	A1976CN15600006
A1985ADU4900024	A1983QT40100013
A1985ADU4900024	A1968C036900016
A1985ADU4900024	A1980KH70600010
A1985ADU4900024	A1972N287300015
A1985ADU4900024	A1978FD65400001
A1985ADU4900024	A1982PF75000010
A1985ADU4900024	A1969D832500007
A1985ADU4900024	A1978ES62700011
A1994PM27200005	A1987M258100002
A1994PM27200005	A1987G795200002
A1994PM27200005	000209511400001
A1994PM27200005	A1978FM39900001
A1994PM27200005	A1983QX75900003
A1994PM27200005	A1987J614200020
A1994PM27200005	A1983PY32000010
A1994PM27200005	A1992HC29000011
A1994PM27200005	A1983RR96300005
A1994PM27200005	A1991FK97100010
A1994PM27200005	A1991GD39200011
A1994PM27200005	A1989AC43800005
A1994PM27200005	A1992JY28800011
A1994PM27200005	A1969D534900013
A1994PM27200005	A1976BD30200003
A1994PM27200005	A1990CH46000020
A1994PM27200005	A1987J918000011
A1994PM27200005	A1987G277600001
A1994PM27200005	A1988L902600004
A1994PM27200005	A1982PB99300004
A1994PM27200005	A1978FM39900009
A1994PM27200005	A1981ME74400001
A1994PM27200005	A1977DM23300004
A1994PM27200005	A1972O315600003
A1994PM27200005	A1988P101900003
A1994PM27200005	A1977DV12000015
A1994PM27200005	A1986C277600009
A1994PM27200005	A1986C469900014
A1994PM27200005	A1979JY65500005
A1994PM27200005	A1992JY32100007
000483400700006	A1982QA17400004
000258773300004	A1982QA17400004
000247258700008	A1982QA17400004
000236197200010	A1982QA17400004
000174203300002	A1982QA17400004
000174741300006	A1982QA17400004
000086364800007	A1982QA17400004
A1997XM88000009	A1982QA17400004
A1994MX54000002	A1982QA17400004
A1988Q772400005	A1982QA17400004
A1984TL32600007	A1982QA17400004
000448315700007	000167517500006
000378637100006	000167517500006
000352229200002	000167517500006
000212202200005	000167517500006
000212150800001	000167517500006
000329572900007	000167517500006
000304664800008	000167517500006
000293384900007	000167517500006
000266114800009	000167517500006
000233854400007	000167517500006
000180785900002	000167517500006
000227650300010	000167517500006
000594096100001	000281477500003
000569715200001	000281477500003
000550289400030	000281477500003
000554868000001	000281477500003
000545102500001	000281477500003
000538104100030	000281477500003
000544653100002	000281477500003
000557293600001	000281477500003
000514818000010	000281477500003
000508182800002	000281477500003
000504845500021	000281477500003
000487029800002	000281477500003
000488728000001	000281477500003
000469154000016	000281477500003
000480388100002	000281477500003
000467622600004	000281477500003
000463265100002	000281477500003
000417661000029	000281477500003
000452514000005	000281477500003
000439447300004	000281477500003
000403927900015	000281477500003
000417938200016	000281477500003
000414975400011	000281477500003
000449485000011	000281477500003
000386191400015	000281477500003
000387146800005	000281477500003
000374256700009	000281477500003
000374073100008	000281477500003
000371758600001	000281477500003
000371164700055	000281477500003
000362717500003	000281477500003
000355681300005	000281477500003
000215205200006	000281477500003
000216517800003	000281477500003
000343280900005	000281477500003
000331266900001	000281477500003
000322108200001	000281477500003
000317344200006	000281477500003
000306667600005	000281477500003
000288415500018	000281477500003
000080484700004	A1982NX44700002
000080484700004	A1986F285400010
000080484700004	A1960CBB2500012
000080484700004	A1983PY32000010
000080484700004	A1983RR96300005
000080484700004	A1984TM03000011
000080484700004	A1990FQ56400005
000080484700004	A1987F724700005
000080484700004	A1986D929400006
000080484700004	A1985ASY1900004
000080484700004	A1977DB73400002
000080484700004	A1994PR42600008
000080484700004	A1992HM77200012
000080484700004	A1983RP50300010
000080484700004	A1982NF12700007
000288331600008	000262959900035
000288331600008	A1995QE82600002
000288331600008	A1987J614200020
000288331600008	A1983PY32000010
000288331600008	000224653500008
000288331600008	000279006100013
000288331600008	000181435000017
000288331600008	000223704400003
000288331600008	000167463100010
000288331600008	A1991EW99700009
000288331600008	A1990EM79900012
000288331600008	000249615000006
000288331600008	A1969D534900013
000288331600008	000170823800009
000288331600008	000240218300002
000288331600008	000227285200020
000288331600008	000319121200012
000288331600008	A1972O315600003
000288331600008	000254745300001
000288331600008	000250946800007
000288331600008	000089451900001
000288331600008	A1992HF65800008
000288331600008	000072070700018
000288331600008	000072648700006
000288331600008	000075413400001
000288331600008	A1994PY15200008
000288331600008	000089712600012
000281740800005	A1988P707800017
000281740800005	000229087900002
000281740800005	000230555600014
000281740800005	A1995RD03100003
000281740800005	000179073300004
000281740800005	A1990CM18200004
000281740800005	A1989U964500003
000281740800005	A1997XX97400002
000281740800005	000222818800009
000281740800005	000232826300002
000281740800005	000184665500012
000281740800005	000088143800005
000281740800005	A1992GZ64900001
000281740800005	A1990DZ07600004
000281740800005	A1995RY39300007
000281740800005	A1988P036100014
000281740800005	000231332200003
000281740800005	A1982PU20700009
000281740800005	A1977DL08100004
000281740800005	A1993ME87400007
000281740800005	A1980JK15300008
000281740800005	A1977DE32100001
000281740800005	000088751800006
000281740800005	A1983QR22800015
000281740800005	A1977DQ61500012
000281740800005	000172309100002
000281740800005	A1988R353000016
000281740800005	A1986A215200007
000281740800005	000085914500010
000281740800005	000188392600007
000281740800005	000259343700004
000281740800005	A1990EH99000010
000281740800005	A1974S655400009
000281740800005	A1997WJ68600001
000281740800005	A1996UL20500004
000281740800005	000178047400008
A1981MM84700001	A1959CCB3400013
A1981MM84700001	A1956CAM4700020
A1981MM84700001	A1963P514000005
A1981MM84700001	A1963CAL9900002
A1981MM84700001	A1974U261600001
A1981MM84700001	A1968B949900009
A1981MM84700001	A1969D527800008
A1981MM84700001	A1956CAM5000018
A1979HU53800016	A1978EX28700005
A1979HU53800016	A1978ER77800008
A1979HU53800016	A1966ZA47800001
A1979HU53800016	A1969E394500007
A1979HU53800016	A1971L057400010
A1979HU53800016	A1973Q904800015
A1979HU53800016	A1975W045500013
A1979HU53800016	A1973O971900008
A1979HU53800016	A1976CS71900017
A1979HU53800016	A1979GN55500001
A1979HU53800016	A1976BR49900011
A1979HU53800016	000188347400034
000456558000009	A1980KP20600004
000349545100001	A1980KP20600004
000370157400001	A1980KP20600004
000344531400003	A1980KP20600004
000313884900008	A1980KP20600004
000294131300001	A1980KP20600004
000231515600010	A1980KP20600004
000221427800007	A1980KP20600004
000184941600007	A1980KP20600004
000176401400016	A1980KP20600004
000087485500005	A1980KP20600004
000072365200002	A1980KP20600004
A1995TB64300002	A1980KP20600004
A1995TA54100004	A1980KP20600004
A1991FF98900006	A1980KP20600004
A1990ED50400019	A1980KP20600004
A1990DK30400020	A1980KP20600004
A1990CQ31900005	A1980KP20600004
A1987H864000006	A1980KP20600004
A1986A706800007	A1980KP20600004
A1986C701900003	A1980KP20600004
A1985AJQ8300005	A1980KP20600004
A1984TC42600005	A1980KP20600004
A1984RZ67400005	A1980KP20600004
A1984SF25800008	A1980KP20600004
A1984SL78900003	A1980KP20600004
A1983QK27800005	A1980KP20600004
A1982PK49600004	A1980KP20600004
A1981ME77200001	A1980KP20600004
A1981MY51900017	A1980KP20600004
A1992HC29000011	000209511400001
A1992HC29000011	BCI197917055839
A1992HC29000011	A1983QX75900003
A1992HC29000011	A1987J614200020
A1992HC29000011	A1987F642800015
A1992HC29000011	A1983PY32000010
A1992HC29000011	A1983RR96300005
A1992HC29000011	A1977DD90300002
A1992HC29000011	A1985AJS8300023
A1992HC29000011	A1980JZ25900007
A1992HC29000011	A1982PQ86300005
A1992HC29000011	A1975AF21700015
000225045700009	A1989T061300010
000225045700009	A1974S430000008
000225045700009	000073136200008
000225045700009	A1997YD99700008
000225045700009	A1990DW32800015
000225045700009	A1981MB93500001
000225045700009	A1977DV18600007
000225045700009	A1996UW79400006
000225045700009	A1997YJ46300003
000225045700009	A1981LE02600011
000225045700009	000081061600002
000225045700009	A1997XU35200005
000225045700009	A1978FK38700009
000225045700009	A1996UE80100005
000225045700009	000080102000004
000225045700009	000087485500008
000225045700009	000185563200001
000225045700009	000078693400002
000225045700009	A1986E738800004
000225045700009	A1989T977800005
000225045700009	A19668144200011
000225045700009	000083849500006
000225045700009	A1977DW93400004
000225045700009	A1975AW34500010
000225045700009	000170456100006
000225045700009	000184663600008
000225045700009	A1980JX70900006
000225045700009	A1997YE91500006
000225045700009	A1983QB37600006
000225045700009	A1980JU68100003
A1980JZ60400006	A1978EX28700005
A1980JZ60400006	A1972N074800018
A1980JZ60400006	A1973R005000002
A1980JZ60400006	A1968B531300001
A1980JZ60400006	A1958CAN5800009
A1980JZ60400006	A19610597900008
A1980JZ60400006	BCI197152057598
A1980JZ60400006	A1972N472900004
A1980JZ60400006	A1969D684000004
A1980JZ60400006	A1977DT38300007
A1980JZ60400006	A1972L776400015
A1980JZ60400006	A1971K610700001
A1980JZ60400006	A1971K610700002
A1980JZ60400006	A1968A974100011
A1980JZ60400006	A1976BT84400007
A1992HZ19900003	A1978FM23000003
A1992HZ19900003	A1984TA79900007
A1992HZ19900003	A1984SG68100011
A1992HZ19900003	A1983RG39800003
A1992HZ19900003	A19679954000005
A1992HZ19900003	A1988N184600005
A1992HZ19900003	A1966ZH81300008
A1992HZ19900003	A19656618600010
000302483400002	000224717400002
000302483400002	000246229000005
000302483400002	A1997YD99700008
000302483400002	A1996UK02600005
000302483400002	A1990DW32800015
000302483400002	000253282100014
000302483400002	A1978FK38700009
000302483400002	A1996UE80100005
000302483400002	A1987J614200020
000302483400002	000225045700009
000302483400002	A1992HC29000011
000302483400002	000239369300025
000302483400002	000223704400003
000302483400002	000184112000007
000302483400002	000238442900010
000302483400002	A1986F309000007
000302483400002	000187717100009
000302483400002	A1982PG14900005
000302483400002	000288331600008
000302483400002	000183184600011
000302483400002	000227248800003
000302483400002	A1991GA28000002
000302483400002	000087530000001
000302483400002	000261678100006
000302483400002	A1980KE45800001
000592382900001	A1985AJS8300023
000547703700001	A1985AJS8300023
000495528200001	A1985AJS8300023
000465518400009	A1985AJS8300023
000455379700004	A1985AJS8300023
000470649800001	A1985AJS8300023
000435945200001	A1985AJS8300023
000430407600001	A1985AJS8300023
000427682300010	A1985AJS8300023
000428749800007	A1985AJS8300023
000404664800001	A1985AJS8300023
000374227700007	A1985AJS8300023
000371758600001	A1985AJS8300023
000420771900005	A1985AJS8300023
000364272800003	A1985AJS8300023
000351395800012	A1985AJS8300023
000368743200004	A1985AJS8300023
000346557400014	A1985AJS8300023
000343618000015	A1985AJS8300023
000343641600003	A1985AJS8300023
000333703700006	A1985AJS8300023
000327162900087	A1985AJS8300023
000324458000003	A1985AJS8300023
000316620600005	A1985AJS8300023
000319779700002	A1985AJS8300023
000313229900005	A1985AJS8300023
000319779700003	A1985AJS8300023
000296613600026	A1985AJS8300023
